Timestamp,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_100,EMA_10,EMA_50,EMA_100,RSI_10,RSI_50,RSI_100,VWAP,MACD,MACD_Hist,MACD_Signal
2022-01-03 04:29:00,175.5790,175.6820,175.5520,175.5930,1287,175.7042,175.7228,175.8421,175.6942,175.7228,175.8421,36.2438,48.7440,51.9775,175.7910,-0.0709,0.0206,-0.0915
2022-01-03 04:30:00,175.6380,175.6630,175.6110,175.6420,300,175.6795,175.7228,175.8421,175.6847,175.7228,175.8421,40.6485,48.7440,51.9775,175.7887,-0.0709,0.0206,-0.0915
2022-01-03 04:31:00,175.6380,175.6630,175.5420,175.5730,407,175.6588,175.7228,175.8421,175.6644,175.7228,175.8421,36.6832,48.7440,51.9775,175.7848,-0.0709,0.0206,-0.0915
2022-01-03 04:32:00,175.5690,175.5930,175.5420,175.5730,143,175.6519,175.7228,175.8421,175.6478,175.7228,175.8421,36.6832,48.7440,51.9775,175.7833,-0.0709,0.0206,-0.0915
2022-01-03 04:33:00,175.5300,175.5540,175.5020,175.5330,100,175.6420,175.7228,175.8421,175.6269,175.7228,175.8421,34.2893,48.7440,51.9775,175.7821,-0.0709,0.0206,-0.0915
2022-01-03 04:34:00,175.5400,175.6430,175.5120,175.6220,798,175.6252,175.7228,175.8421,175.6260,175.7228,175.8421,43.4181,48.7440,51.9775,175.7751,-0.0709,0.0206,-0.0915
2022-01-03 04:36:00,175.6190,175.6720,175.5520,175.5830,1079,175.6065,175.7228,175.8421,175.6182,175.7228,175.8421,40.6673,48.7440,51.9775,175.7669,-0.0709,0.0206,-0.0915
2022-01-03 04:37:00,175.5790,175.6030,175.5420,175.5730,696,175.5966,175.7228,175.8421,175.6100,175.7228,175.8421,39.9463,48.7440,51.9775,175.7611,-0.0709,0.0206,-0.0915
2022-01-03 04:38:00,175.5690,175.5930,175.5420,175.5730,197,175.5897,175.7228,175.8421,175.6032,175.7228,175.8421,39.9463,48.7440,51.9775,175.7595,-0.0709,0.0206,-0.0915
2022-01-03 04:39:00,175.5990,175.6330,175.5120,175.5430,1589,175.5808,175.7228,175.8421,175.5923,175.7228,175.8421,37.4848,48.7440,51.9775,175.7471,-0.0709,0.0206,-0.0915
2022-01-03 04:40:00,175.5990,175.6330,175.5710,175.6120,400,175.5827,175.7228,175.8421,175.5959,175.7228,175.8421,45.9899,48.7440,51.9775,175.7449,-0.0709,0.0206,-0.0915
2022-01-03 04:41:00,175.6090,175.6820,175.5810,175.6620,1613,175.5847,175.7228,175.8421,175.6079,175.7228,175.8421,51.3221,48.7440,51.9775,175.7387,-0.0709,0.0206,-0.0915
2022-01-03 04:42:00,175.6190,175.6720,175.5520,175.6520,1473,175.5926,175.7228,175.8421,175.6159,175.7228,175.8421,50.2204,48.7440,51.9775,175.7329,-0.0626,0.0231,-0.0857
2022-01-03 04:44:00,175.5790,175.6820,175.5520,175.6620,765,175.6015,175.7228,175.8421,175.6243,175.7228,175.8421,51.3801,48.7440,51.9775,175.7303,-0.0545,0.0249,-0.0795
2022-01-03 04:45:00,175.6480,175.6820,175.6210,175.6620,548,175.6144,175.7228,175.8421,175.6312,175.7228,175.8421,51.3801,48.7440,51.9775,175.7289,-0.0476,0.0255,-0.0731
2022-01-03 04:46:00,175.6680,175.6920,175.6400,175.6720,139,175.6194,175.7228,175.8421,175.6386,175.7228,175.8421,52.7394,48.7440,51.9775,175.7286,-0.0408,0.0258,-0.0666
2022-01-03 04:47:00,175.6580,175.6820,175.5910,175.6220,672,175.6233,175.7228,175.8421,175.6356,175.7228,175.8421,45.6490,48.7440,51.9775,175.7265,-0.0391,0.0221,-0.0611
2022-01-03 04:48:00,175.5890,175.6330,175.5520,175.6120,1234,175.6272,175.7228,175.8421,175.6313,175.7228,175.8421,44.3248,48.7440,51.9775,175.7216,-0.0380,0.0185,-0.0565
2022-01-03 04:49:00,175.6480,175.8010,175.6210,175.7800,566,175.6479,175.7228,175.8421,175.6583,175.7228,175.8421,63.8827,48.7440,51.9775,175.7218,-0.0234,0.0265,-0.0499
2022-01-03 04:50:00,175.7270,175.7510,175.6600,175.6910,690,175.6627,175.7228,175.8421,175.6643,175.7228,175.8421,52.9367,48.7440,51.9775,175.7214,-0.0187,0.0249,-0.0436
2022-01-03 04:51:00,175.6980,175.7220,175.6600,175.6910,973,175.6706,175.7228,175.8421,175.6691,175.7228,175.8421,52.9367,48.7440,51.9775,175.7205,-0.0149,0.0230,-0.0379
2022-01-03 04:52:00,175.7770,175.8010,175.6900,175.7210,1432,175.6765,175.7228,175.8421,175.6786,175.7228,175.8421,56.0691,48.7440,51.9775,175.7212,-0.0093,0.0229,-0.0322
2022-01-03 04:53:00,175.8260,175.8500,175.7980,175.8300,113,175.6943,175.7228,175.8421,175.7061,175.7228,175.8421,65.3733,48.7440,51.9775,175.7215,0.0039,0.0288,-0.0250
2022-01-03 04:55:00,175.7270,175.7910,175.6700,175.7700,1862,175.7051,175.7228,175.8421,175.7177,175.7228,175.8421,57.8763,48.7440,51.9775,175.7226,0.0094,0.0275,-0.0181
2022-01-03 04:56:00,175.6980,175.7220,175.6700,175.7010,1345,175.7090,175.7228,175.8421,175.7147,175.7228,175.8421,50.4792,48.7440,51.9775,175.7218,0.0081,0.0209,-0.0129
2022-01-03 04:58:00,175.8260,175.8500,175.7980,175.8300,206,175.7248,175.7228,175.8421,175.7356,175.7228,175.8421,60.8684,48.7440,51.9775,175.7223,0.0172,0.0241,-0.0068
2022-01-03 04:59:00,175.8650,175.8900,175.8180,175.8490,559,175.7475,175.7228,175.8421,175.7563,175.7228,175.8421,62.1674,48.7440,51.9775,175.7241,0.0257,0.0261,-0.0003
2022-01-03 05:00:00,175.8460,175.8700,175.8180,175.8490,100,175.7712,175.7228,175.8421,175.7731,175.7228,175.8421,62.1674,48.7440,51.9775,175.7244,0.0321,0.0260,0.0062
2022-01-03 05:01:00,175.8850,175.9190,175.8580,175.8990,878,175.7831,175.7212,175.8421,175.7960,175.7297,175.8421,65.8502,48.7440,51.9775,175.7281,0.0407,0.0277,0.0131
2022-01-03 05:03:00,175.8460,175.8700,175.7290,175.7610,3683,175.7901,175.7149,175.8421,175.7896,175.7309,175.8421,50.7116,46.6551,51.9775,175.7329,0.0360,0.0183,0.0177
2022-01-03 05:04:00,175.7570,175.7810,175.7290,175.7610,195,175.7971,175.7088,175.8421,175.7844,175.7321,175.8421,50.7116,46.6551,51.9775,175.7330,0.0319,0.0114,0.0205
2022-01-03 05:06:00,175.7670,175.7910,175.7290,175.7610,1158,175.8011,175.7056,175.8421,175.7802,175.7332,175.8421,50.7116,46.6551,51.9775,175.7337,0.0283,0.0062,0.0221
2022-01-03 05:07:00,175.8460,175.8700,175.8180,175.8490,200,175.8030,175.7032,175.8421,175.7927,175.7378,175.8421,58.9638,48.1603,51.9775,175.7342,0.0322,0.0081,0.0241
2022-01-03 05:10:00,175.8750,175.9190,175.7490,175.7800,1281,175.8040,175.7036,175.8421,175.7904,175.7394,175.8421,51.4579,47.0970,51.9775,175.7364,0.0294,0.0042,0.0251
2022-01-03 05:11:00,175.7860,175.8210,175.7590,175.8000,947,175.8139,175.7090,175.8421,175.7921,175.7418,175.8421,53.3697,47.4402,51.9775,175.7375,0.0284,0.0026,0.0258
2022-01-03 05:12:00,175.7960,175.9000,175.7690,175.8790,699,175.8188,175.7113,175.8421,175.8079,175.7472,175.8421,60.2417,48.7796,51.9775,175.7391,0.0336,0.0063,0.0274
2022-01-03 05:13:00,175.9250,175.9490,175.8970,175.9280,100,175.8267,175.7147,175.8421,175.8298,175.7543,175.8421,63.9075,49.5926,51.9775,175.7395,0.0413,0.0111,0.0302
2022-01-03 05:14:00,175.8750,175.9000,175.8280,175.8590,800,175.8277,175.7184,175.8421,175.8351,175.7584,175.8421,55.8505,48.4867,51.9775,175.7415,0.0413,0.0089,0.0324
2022-01-03 05:15:00,175.8650,175.9190,175.7890,175.8990,3823,175.8277,175.7200,175.8421,175.8467,175.7639,175.8421,59.1664,49.1574,51.9775,175.7506,0.0440,0.0093,0.0347
2022-01-03 05:16:00,175.8850,175.9090,175.8480,175.8790,200,175.8395,175.7206,175.8421,175.8526,175.7684,175.8421,56.7965,48.8330,51.9775,175.7510,0.0440,0.0075,0.0366
2022-01-03 05:17:00,175.8950,175.9190,175.8580,175.8890,1899,175.8523,175.7214,175.8421,175.8592,175.7732,175.8421,57.7370,49.0047,51.9775,175.7557,0.0444,0.0062,0.0381
2022-01-03 05:20:00,175.9540,175.9880,175.9270,175.9680,875,175.8730,175.7230,175.8421,175.8790,175.7808,175.8421,64.5170,50.3476,51.9775,175.7589,0.0504,0.0098,0.0406
2022-01-03 05:22:00,175.9640,175.9880,175.9370,175.9680,4216,175.8849,175.7267,175.8421,175.8952,175.7881,175.8421,64.5170,50.3476,51.9775,175.7731,0.0546,0.0112,0.0434
2022-01-03 05:23:00,175.9840,176.0080,175.9560,175.9880,318,175.9057,175.7336,175.8421,175.9120,175.7960,175.8421,66.2112,50.6899,51.9775,175.7742,0.0588,0.0123,0.0465
2022-01-03 05:24:00,175.9150,175.9390,175.8870,175.9190,500,175.9176,175.7394,175.8421,175.9133,175.8008,175.8421,55.9676,49.4888,51.9775,175.7754,0.0559,0.0076,0.0484
2022-01-03 05:29:00,175.9440,175.9690,175.9170,175.9480,196,175.9245,175.7425,175.8421,175.9196,175.8066,175.8421,58.9345,49.9970,51.9775,175.7759,0.0554,0.0056,0.0498
2022-01-03 05:30:00,175.9350,175.9690,175.9070,175.9480,1000,175.9265,175.7461,175.8421,175.9248,175.8121,175.8421,58.9345,49.9970,51.9775,175.7786,0.0543,0.0036,0.0507
2022-01-03 05:32:00,175.8850,175.9090,175.8080,175.8400,1096,175.9246,175.7495,175.8421,175.9094,175.8132,175.8421,44.9952,48.1199,51.9775,175.7798,0.0442,-0.0051,0.0494
2022-01-03 05:33:00,175.8850,175.9290,175.8580,175.9090,632,175.9256,175.7548,175.8421,175.9093,175.8170,175.8421,52.9029,49.3594,51.9775,175.7810,0.0414,-0.0064,0.0478
2022-01-03 05:34:00,175.8950,175.9190,175.8580,175.8890,850,175.9266,175.7599,175.8421,175.9056,175.8198,175.8421,50.5618,49.0130,51.9775,175.7824,0.0370,-0.0086,0.0456
2022-01-03 05:38:00,175.9840,176.0080,175.8180,175.8690,1732,175.9246,175.7655,175.8421,175.8990,175.8217,175.8421,48.1923,48.6646,51.9775,175.7854,0.0316,-0.0112,0.0428
2022-01-03 05:39:00,175.9540,175.9790,175.9270,175.9580,190,175.9236,175.7718,175.8421,175.9097,175.8271,175.8421,57.9386,50.2699,51.9775,175.7859,0.0341,-0.0070,0.0411
2022-01-03 05:40:00,175.9540,175.9790,175.9270,175.9580,150,175.9226,175.7795,175.8421,175.9185,175.8322,175.8421,57.9386,50.2699,51.9775,175.7862,0.0357,-0.0043,0.0400
2022-01-03 05:41:00,175.9440,175.9690,175.9170,175.9480,831,175.9186,175.7870,175.8421,175.9238,175.8367,175.8421,56.4651,50.0867,51.9775,175.7882,0.0357,-0.0034,0.0391
2022-01-03 05:42:00,175.8650,175.8900,175.8380,175.8690,105,175.9136,175.7937,175.8421,175.9139,175.8380,175.8421,46.1604,48.6569,51.9775,175.7883,0.0290,-0.0081,0.0371
2022-01-03 05:49:00,175.9150,175.9390,175.8870,175.9190,100,175.9107,175.7996,175.8421,175.9148,175.8412,175.8421,52.2842,49.5863,51.9775,175.7885,0.0274,-0.0077,0.0352
2022-01-03 05:50:00,175.9050,175.9290,175.8770,175.9090,194,175.9068,175.8062,175.8421,175.9137,175.8438,175.8421,50.9952,49.4038,51.9775,175.7888,0.0251,-0.0081,0.0332
2022-01-03 05:51:00,175.8950,175.9290,175.8680,175.9090,400,175.9137,175.8129,175.8421,175.9129,175.8464,175.8421,50.9952,49.4038,51.9775,175.7894,0.0230,-0.0082,0.0311
2022-01-03 05:56:00,175.9350,175.9590,175.9070,175.9380,150,175.9166,175.8202,175.8421,175.9175,175.8500,175.8421,54.9697,49.9599,51.9775,175.7898,0.0233,-0.0062,0.0296
2022-01-03 05:57:00,175.9350,175.9590,175.9070,175.9380,1307,175.9215,175.8281,175.8421,175.9212,175.8534,175.8421,54.9697,49.9599,51.9775,175.7924,0.0234,-0.0049,0.0283
2022-01-03 05:58:00,175.9350,175.9590,175.9070,175.9380,689,175.9284,175.8346,175.8421,175.9242,175.8568,175.8421,54.9697,49.9599,51.9775,175.7938,0.0231,-0.0042,0.0273
2022-01-03 05:59:00,175.9350,175.9590,175.8970,175.9380,3215,175.9264,175.8401,175.8421,175.9267,175.8599,175.8421,54.9697,49.9599,51.9775,175.7998,0.0227,-0.0037,0.0264
2022-01-03 06:00:00,175.9350,176.0380,175.8970,176.0170,3457,175.9323,175.8474,175.8421,175.9432,175.8661,175.8421,66.3135,51.5333,51.9775,175.8079,0.0284,0.0016,0.0268
2022-01-03 06:01:00,176.0330,176.0580,176.0060,176.0370,100,175.9412,175.8549,175.8421,175.9602,175.8728,175.8421,68.5427,51.9238,51.9775,175.8082,0.0341,0.0059,0.0282
2022-01-03 06:03:00,176.0930,176.1270,176.0650,176.1060,306,175.9649,175.8638,175.8421,175.9867,175.8819,175.8421,74.9077,53.2499,51.9775,175.8094,0.0437,0.0124,0.0313
2022-01-03 06:04:00,176.0330,176.1660,176.0060,176.1360,1247,175.9866,175.8731,175.8421,176.0139,175.8919,175.8421,77.1420,53.8151,51.9775,175.8139,0.0531,0.0174,0.0357
2022-01-03 06:05:00,176.0730,176.1660,176.0450,176.1160,743,176.0073,175.8830,175.8421,176.0324,175.9007,175.8421,72.3687,53.3761,51.9775,175.8167,0.0583,0.0181,0.0402
2022-01-03 06:06:00,176.1120,176.1370,176.0850,176.1160,1200,176.0280,175.8930,175.8421,176.0476,175.9091,175.8421,72.3687,53.3761,51.9775,175.8210,0.0617,0.0172,0.0445
2022-01-03 06:08:00,176.1120,176.1370,176.0850,176.1160,503,176.0458,175.8998,175.8421,176.0601,175.9173,175.8421,72.3687,53.3761,51.9775,175.8228,0.0637,0.0153,0.0483
2022-01-03 06:09:00,176.1420,176.1660,176.0850,176.1460,2113,176.0666,175.9089,175.8421,176.0757,175.9262,175.8421,75.4893,53.9744,51.9775,175.8306,0.0669,0.0148,0.0520
2022-01-03 06:10:00,176.1810,176.2060,176.1540,176.1850,444,176.0913,175.9187,175.8421,176.0956,175.9364,175.8421,78.9271,54.7448,51.9775,175.8324,0.0717,0.0157,0.0560
2022-01-03 06:11:00,176.1810,176.2060,176.0850,176.1750,1056,176.1150,175.9278,175.8421,176.1100,175.9457,175.8421,75.8944,54.5061,51.9775,175.8364,0.0739,0.0143,0.0596
2022-01-03 06:13:00,176.1220,176.1660,176.0850,176.1360,1023,176.1269,175.9339,175.8421,176.1147,175.9532,175.8421,65.0616,53.5764,51.9775,175.8399,0.0717,0.0097,0.0620
2022-01-03 06:14:00,176.1020,176.1270,176.0750,176.1060,320,176.1338,175.9407,175.8421,176.1131,175.9592,175.8421,57.9874,52.8686,51.9775,175.8408,0.0667,0.0038,0.0629
2022-01-03 06:15:00,176.0830,176.1070,176.0350,176.0670,1164,176.1299,175.9480,175.8421,176.1048,175.9634,175.8421,50.1163,51.9580,51.9775,175.8439,0.0589,-0.0032,0.0621
2022-01-03 06:16:00,176.0630,176.0870,176.0350,176.0670,150,176.1230,175.9527,175.8421,176.0979,175.9675,175.8421,50.1163,51.9580,51.9775,175.8442,0.0522,-0.0080,0.0601
2022-01-03 06:19:00,176.1020,176.1270,176.0060,176.0370,342,176.1151,175.9565,175.8421,176.0868,175.9702,175.8421,44.3937,51.2510,51.9775,175.8451,0.0439,-0.0130,0.0569
2022-01-03 06:22:00,176.0930,176.1170,176.0650,176.0960,100,176.1131,175.9614,175.8421,176.0885,175.9751,175.8421,55.4978,52.5468,51.9775,175.8453,0.0416,-0.0122,0.0538
2022-01-03 06:23:00,176.1720,176.1960,176.1440,176.1750,110,176.1190,175.9669,175.8441,176.1042,175.9830,175.8487,65.6908,54.2098,51.9775,175.8457,0.0457,-0.0065,0.0522
2022-01-03 06:24:00,176.1910,176.2160,176.1640,176.1950,100,176.1239,175.9756,175.8453,176.1207,175.9913,175.8556,67.7676,54.6207,52.1715,175.8461,0.0499,-0.0018,0.0518
2022-01-03 06:25:00,176.2110,176.2350,176.1830,176.2150,150,176.1269,175.9847,175.8467,176.1379,176.0001,175.8627,69.7987,55.0324,52.3659,175.8467,0.0543,0.0020,0.0523
2022-01-03 06:27:00,176.0830,176.1070,176.0060,176.0670,950,176.1161,175.9908,175.8482,176.1250,176.0027,175.8667,45.9766,51.5041,50.8221,175.8490,0.0453,-0.0056,0.0509
2022-01-03 06:29:00,176.2010,176.2350,176.1340,176.1950,897,176.1220,175.9977,175.8505,176.1377,176.0102,175.8732,59.3189,54.1011,52.0568,175.8523,0.0479,-0.0024,0.0503
2022-01-03 06:30:00,176.1520,176.1760,176.1240,176.1560,300,176.1270,176.0053,175.8544,176.1410,176.0159,175.8788,54.7419,53.2151,51.6577,175.8533,0.0463,-0.0032,0.0495
2022-01-03 06:31:00,176.1620,176.1860,176.1340,176.1650,168,176.1368,176.0126,175.8608,176.1454,176.0218,175.8845,55.6199,53.3948,51.7439,175.8539,0.0452,-0.0034,0.0486
2022-01-03 06:32:00,176.1420,176.1660,176.1140,176.1460,153,176.1447,176.0179,175.8646,176.1455,176.0267,175.8897,53.1990,52.9566,51.5478,175.8544,0.0424,-0.0050,0.0474
2022-01-03 06:34:00,176.1020,176.1270,176.0550,176.0860,1330,176.1496,176.0211,175.8679,176.1347,176.0290,175.8936,46.1506,51.5922,50.9320,175.8577,0.0349,-0.0100,0.0449
2022-01-03 06:35:00,176.1420,176.1660,176.1140,176.1460,150,176.1546,176.0268,175.8726,176.1367,176.0336,175.8986,53.0606,52.8323,51.5170,175.8582,0.0334,-0.0092,0.0426
2022-01-03 06:36:00,176.2010,176.2250,176.1740,176.2050,138,176.1576,176.0329,175.8765,176.1492,176.0403,175.9046,58.8325,54.0143,52.0845,175.8587,0.0365,-0.0048,0.0414
2022-01-03 06:37:00,176.1420,176.1660,176.0450,176.0770,966,176.1458,176.0369,175.8787,176.1360,176.0417,175.9080,45.3811,51.1752,50.7821,175.8611,0.0284,-0.0104,0.0388
2022-01-03 06:39:00,176.1620,176.1860,176.1340,176.1650,100,176.1408,176.0424,175.8819,176.1413,176.0466,175.9131,53.5022,52.9115,51.6221,175.8614,0.0287,-0.0081,0.0367
2022-01-03 06:40:00,176.1620,176.1860,176.0650,176.0960,202,176.1437,176.0450,175.8840,176.1331,176.0485,175.9167,47.3665,51.4477,50.9336,175.8620,0.0231,-0.0109,0.0340
2022-01-03 06:41:00,176.0930,176.1170,176.0650,176.0960,110,176.1338,176.0475,175.8871,176.1263,176.0504,175.9203,47.3665,51.4477,50.9336,175.8623,0.0184,-0.0125,0.0309
2022-01-03 06:44:00,176.0930,176.1170,176.0350,176.0670,995,176.1249,176.0491,175.8914,176.1155,176.0510,175.9232,44.7062,50.8322,50.6439,175.8645,0.0123,-0.0149,0.0272
2022-01-03 06:45:00,176.0140,176.0480,175.9860,176.0270,607,176.1111,176.0513,175.8953,176.0994,176.0501,175.9253,41.1631,49.9906,50.2458,175.8654,0.0041,-0.0184,0.0226
2022-01-03 06:46:00,176.0230,176.0480,175.9960,176.0270,243,176.0992,176.0528,175.8977,176.0863,176.0492,175.9273,41.1631,49.9906,50.2458,175.8658,-0.0023,-0.0199,0.0176
2022-01-03 06:47:00,176.0230,176.0480,175.9960,176.0270,123,176.0933,176.0544,175.9003,176.0755,176.0483,175.9292,41.1631,49.9906,50.2458,175.8660,-0.0073,-0.0199,0.0126
2022-01-03 06:52:00,176.0630,176.1170,176.0350,176.0770,386,176.0864,176.0592,175.9043,176.0758,176.0494,175.9322,48.2021,51.0666,50.7446,175.8669,-0.0072,-0.0158,0.0086
2022-01-03 06:53:00,176.0630,176.1170,176.0350,176.0960,558,176.0755,176.0629,175.9089,176.0794,176.0513,175.9354,50.6927,51.4715,50.9335,175.8681,-0.0055,-0.0113,0.0058
2022-01-03 06:54:00,176.1520,176.1760,176.1240,176.1560,100,176.0834,176.0682,175.9141,176.0934,176.0554,175.9398,57.8107,52.7318,51.5262,175.8684,0.0007,-0.0041,0.0048
2022-01-03 06:55:00,176.1520,176.1760,176.1240,176.1560,112,176.0825,176.0740,175.9197,176.1048,176.0593,175.9441,57.8107,52.7318,51.5262,175.8687,0.0055,0.0006,0.0049
2022-01-03 06:57:00,176.2110,176.2450,176.1830,176.2250,439,176.0954,176.0793,175.9256,176.1266,176.0658,175.9496,64.9868,54.1574,52.2037,175.8703,0.0148,0.0079,0.0069
2022-01-03 06:59:00,176.2110,176.2350,176.1830,176.2150,350,176.1073,176.0845,175.9320,176.1427,176.0717,175.9549,63.2543,53.9170,52.0971,175.8715,0.0210,0.0113,0.0097
2022-01-03 07:00:00,176.2210,176.2850,176.1440,176.2440,8279,176.1250,176.0904,175.9387,176.1611,176.0784,175.9606,66.1612,54.5146,52.3819,175.8989,0.0280,0.0146,0.0134
2022-01-03 07:01:00,176.2110,176.2350,176.1830,176.2150,300,176.1438,176.0973,175.9455,176.1709,176.0838,175.9656,60.8156,53.8026,52.0692,175.8997,0.0309,0.0140,0.0169
2022-01-03 07:02:00,176.1620,176.2450,176.1340,176.2250,1294,176.1636,176.1034,175.9515,176.1807,176.0893,175.9708,61.9922,54.0139,52.1687,175.9033,0.0335,0.0133,0.0202
2022-01-03 07:03:00,176.2110,176.2350,176.1440,176.1750,982,176.1784,176.1087,175.9575,176.1797,176.0927,175.9748,53.1293,52.7820,51.6276,175.9059,0.0313,0.0088,0.0224
2022-01-03 07:04:00,176.1620,176.1860,176.0750,176.1060,1706,176.1813,176.1127,175.9628,176.1663,176.0932,175.9774,43.5766,51.1395,50.8919,175.9092,0.0236,0.0009,0.0227
2022-01-03 07:05:00,176.1120,176.1560,176.0850,176.1360,287,176.1853,176.1166,175.9684,176.1608,176.0949,175.9806,48.0859,51.8049,51.1973,175.9097,0.0197,-0.0023,0.0221
2022-01-03 07:06:00,176.1120,176.1370,176.0750,176.1060,900,176.1803,176.1200,175.9740,176.1508,176.0953,175.9830,44.1642,51.0948,50.8777,175.9113,0.0141,-0.0064,0.0205
2022-01-03 07:07:00,176.0630,176.1370,176.0250,176.0570,1560,176.1704,176.1224,175.9785,176.1338,176.0938,175.9845,38.4702,49.9538,50.3589,175.9135,0.0056,-0.0119,0.0175
2022-01-03 07:08:00,176.0730,176.0970,176.0060,176.0370,970,176.1516,176.1244,175.9822,176.1162,176.0916,175.9856,36.3451,49.4934,50.1481,175.9147,-0.0027,-0.0162,0.0135
2022-01-03 07:09:00,176.0630,176.1370,176.0350,176.1160,2616,176.1417,176.1263,175.9869,176.1161,176.0925,175.9881,48.7664,51.3023,50.9670,175.9187,-0.0029,-0.0131,0.0102
2022-01-03 07:10:00,176.1120,176.1370,176.0850,176.1160,100,176.1289,176.1279,175.9914,176.1161,176.0935,175.9907,48.7664,51.3023,50.9670,175.9189,-0.0030,-0.0106,0.0075
